region,date,C.36*,alpha,beta,delta,gamma,others,sequences,cases
0,2020-10-14,0,0,0,0,0,102,102,2999
0,2020-10-15,0,0,0,0,0,120,120,3393
0,2020-10-16,0,0,0,0,0,61,61,3680
0,2020-10-17,0,0,0,0,0,59,59,2379
0,2020-10-18,0,0,0,0,0,58,58,1786
0,2020-10-19,0,0,0,0,0,55,55,5397
0,2020-10-20,0,0,0,0,0,52,52,5677
0,2020-10-21,0,1,0,0,0,89,90,6452
0,2020-10-22,0,0,0,0,0,68,68,6770
0,2020-10-23,0,0,0,0,0,94,94,7502
0,2020-10-24,0,0,0,0,0,80,80,4662
0,2020-10-25,0,0,0,0,0,37,37,3208
0,2020-10-26,0,0,0,0,0,97,97,10128
0,2020-10-27,0,0,0,0,0,77,77,9746
0,2020-10-28,0,0,0,0,0,47,47,9280
0,2020-10-29,0,0,0,0,0,14,14,8974
0,2020-10-30,0,0,0,0,0,106,106,8943
0,2020-10-31,0,0,0,0,0,78,78,5129
0,2020-11-01,0,0,0,0,0,56,56,3626
0,2020-11-02,0,0,0,0,0,155,155,10514
0,2020-11-03,0,0,0,0,0,126,126,9595
0,2020-11-04,0,0,0,0,0,215,215,8709
0,2020-11-05,0,0,0,0,0,11,11,7828
0,2020-11-06,0,0,0,0,0,105,105,7376
0,2020-11-07,0,0,0,0,0,300,300,4187
0,2020-11-08,0,0,0,0,0,233,233,2979
0,2020-11-09,0,9,0,0,0,324,333,8682
0,2020-11-10,0,1,0,0,0,167,168,7387
0,2020-11-11,0,0,0,0,0,83,83,6357
0,2020-11-12,0,3,1,0,0,289,293,5960
0,2020-11-13,0,0,0,0,0,120,120,5679
0,2020-11-14,0,0,0,0,0,27,27,3204
0,2020-11-15,0,0,0,0,0,78,78,2315
0,2020-11-16,0,0,0,0,0,143,143,6581
0,2020-11-17,0,0,0,0,0,76,76,5418
0,2020-11-18,0,0,0,0,0,33,33,4857
0,2020-11-19,0,0,0,0,0,65,65,4493
0,2020-11-20,0,0,0,0,0,76,76,4323
0,2020-11-21,0,0,0,0,0,116,116,2571
0,2020-11-22,0,0,0,0,0,72,72,1871
0,2020-11-23,0,0,0,0,0,184,184,5433
0,2020-11-24,1,2,0,0,0,73,76,4434
0,2020-11-25,0,5,0,0,0,125,130,4302
0,2020-11-26,0,0,0,0,0,91,91,3952
0,2020-11-27,0,0,0,0,0,44,44,4070
0,2020-11-28,0,1,0,0,0,87,88,2311
0,2020-11-29,0,0,0,0,0,103,103,1693
0,2020-11-30,1,2,0,0,0,204,207,5270
0,2020-12-01,0,0,0,0,0,85,85,4252
0,2020-12-02,0,0,0,0,0,172,172,4424
0,2020-12-03,0,0,0,0,0,134,134,4319
0,2020-12-04,0,0,0,0,0,46,46,4559
0,2020-12-05,0,0,0,0,0,27,27,2519
0,2020-12-06,0,0,0,0,0,34,34,1939
0,2020-12-07,0,2,0,0,0,247,249,5828
0,2020-12-08,0,0,0,0,0,103,103,4670
0,2020-12-09,0,0,0,0,0,125,125,5242
0,2020-12-10,0,0,0,0,0,28,28,4638
0,2020-12-11,0,1,0,0,0,29,30,4678
0,2020-12-12,0,2,0,0,0,117,119,2864
0,2020-12-13,0,0,0,0,0,109,109,2085
0,2020-12-14,0,1,1,0,0,252,254,5915
0,2020-12-15,0,0,1,0,0,198,199,5166
0,2020-12-16,0,6,0,0,0,299,305,4820
0,2020-12-17,0,1,0,0,0,292,293,4388
0,2020-12-18,0,1,0,0,0,233,234,4344
0,2020-12-19,0,1,0,0,0,245,246,2674
0,2020-12-20,0,0,0,0,0,137,137,1956
0,2020-12-21,0,3,1,0,0,159,163,5627
0,2020-12-22,0,3,0,0,0,147,150,4603
0,2020-12-23,0,1,0,0,0,290,291,4475
0,2020-12-24,0,5,0,0,0,241,246,3047
0,2020-12-25,0,2,0,0,0,178,180,1722
0,2020-12-26,0,10,0,0,0,204,214,2357
0,2020-12-27,0,4,0,0,0,209,213,2115
0,2020-12-28,0,9,2,0,0,426,437,5035
0,2020-12-29,0,9,1,0,0,283,293,4462
0,2020-12-30,0,15,0,0,0,275,290,4209
0,2020-12-31,0,9,0,0,0,161,170,3054
0,2021-01-01,0,2,0,0,0,170,172,1681
0,2021-01-02,0,8,1,0,0,188,197,2721
0,2021-01-03,0,15,0,0,0,169,184,2219
0,2021-01-04,0,22,2,0,0,359,383,5281
0,2021-01-05,0,31,1,0,0,262,294,4166
0,2021-01-06,0,13,0,0,0,137,150,3348
0,2021-01-07,1,17,0,0,0,178,196,3175
0,2021-01-08,2,23,0,0,0,290,315,3049
0,2021-01-09,1,40,0,0,0,191,232,1683
0,2021-01-10,0,26,2,0,0,168,196,1293
0,2021-01-11,0,36,1,0,0,352,389,3460
0,2021-01-12,0,18,0,0,0,210,228,2607
0,2021-01-13,1,17,2,0,0,232,252,2461
0,2021-01-14,0,16,2,0,0,188,206,2239
0,2021-01-15,1,33,0,0,0,236,270,2159
0,2021-01-16,0,17,0,0,0,194,211,1337
0,2021-01-17,0,20,0,0,0,117,137,893
0,2021-01-18,0,38,2,0,0,356,396,2944
0,2021-01-19,1,55,1,0,0,216,273,2330
0,2021-01-20,0,45,1,0,0,274,320,2278
0,2021-01-21,0,33,1,0,0,236,270,2056
0,2021-01-22,0,29,1,0,0,244,274,2035
0,2021-01-23,0,32,2,0,0,117,151,1098
0,2021-01-24,0,35,2,0,0,108,145,730
0,2021-01-25,0,64,2,0,0,277,343,2488
0,2021-01-26,0,75,0,0,0,184,259,1838
0,2021-01-27,0,86,3,0,1,195,285,1869
0,2021-01-28,0,67,5,0,0,110,182,1781
0,2021-01-29,0,94,8,0,2,122,226,1765
0,2021-01-30,0,76,5,0,3,103,187,1019
0,2021-01-31,0,54,4,0,1,73,132,738
0,2021-02-01,0,98,3,0,0,160,261,2162
0,2021-02-02,0,87,2,0,0,141,230,1651
0,2021-02-03,0,83,3,0,1,90,177,1730
0,2021-02-04,0,90,1,0,2,109,202,1442
0,2021-02-05,0,151,1,0,0,124,276,1506
0,2021-02-06,0,80,3,0,0,71,154,887
0,2021-02-07,0,66,2,0,0,61,129,673
0,2021-02-08,0,92,2,0,0,72,166,1748
0,2021-02-09,0,85,2,0,0,72,159,1350
0,2021-02-10,0,62,2,0,1,32,97,1259
0,2021-02-11,0,81,6,0,1,53,141,1171
0,2021-02-12,1,75,3,0,2,43,124,1131
0,2021-02-13,0,88,6,0,0,52,146,718
0,2021-02-14,0,55,0,0,2,39,96,483
0,2021-02-15,0,76,0,0,0,58,134,1305
0,2021-02-16,0,93,2,0,0,67,162,1140
0,2021-02-17,0,99,2,0,0,78,179,1216
0,2021-02-18,2,43,4,0,0,42,91,1005
0,2021-02-19,3,80,1,0,0,46,130,1095
0,2021-02-20,0,58,1,0,1,19,79,692
0,2021-02-21,0,96,0,0,0,20,116,525
0,2021-02-22,0,134,1,0,0,51,186,1409
0,2021-02-23,0,142,6,0,2,40,190,1259
0,2021-02-24,0,100,5,0,0,45,150,1077
0,2021-02-25,0,97,4,0,1,41,143,1120
0,2021-02-26,0,75,4,0,0,23,102,1081
0,2021-02-27,0,65,0,0,0,22,87,723
0,2021-02-28,0,57,1,0,0,6,64,546
0,2021-03-01,1,122,4,0,0,32,159,1420
0,2021-03-02,1,125,2,0,0,35,163,1229
0,2021-03-03,0,158,2,0,0,28,188,1241
0,2021-03-04,1,121,0,0,0,21,143,1061
0,2021-03-05,0,133,2,0,0,27,162,1277
0,2021-03-06,0,99,0,0,0,22,121,764
0,2021-03-07,0,70,1,0,0,7,78,582
0,2021-03-08,0,221,3,0,4,33,261,1702
0,2021-03-09,2,161,1,0,1,16,181,1387
0,2021-03-10,0,176,4,0,2,30,212,1386
0,2021-03-11,1,149,1,0,0,29,180,1339
0,2021-03-12,1,137,1,0,0,21,160,1341
0,2021-03-13,0,150,4,0,3,14,171,921
0,2021-03-14,0,119,0,0,0,17,136,704
0,2021-03-15,0,226,0,0,0,21,247,1920
0,2021-03-16,1,191,1,0,0,24,217,1652
0,2021-03-17,0,192,2,0,1,17,212,1825
0,2021-03-18,0,143,1,0,0,14,158,1647
0,2021-03-19,0,121,1,0,1,13,136,1544
0,2021-03-20,0,117,3,0,0,6,126,1110
0,2021-03-21,0,115,1,0,1,10,127,787
0,2021-03-22,0,185,2,0,2,15,204,2263
0,2021-03-23,0,163,1,0,0,18,182,1993
0,2021-03-24,0,156,0,0,1,17,174,1932
0,2021-03-25,0,212,0,0,0,12,224,2143
0,2021-03-26,0,169,1,0,0,10,180,1998
0,2021-03-27,0,99,0,0,0,11,110,1207
0,2021-03-28,1,73,1,0,0,6,81,995
0,2021-03-29,0,270,1,0,0,28,299,2531
0,2021-03-30,1,196,2,0,0,19,218,2093
0,2021-03-31,0,159,3,0,1,5,168,2132
0,2021-04-01,0,213,1,0,0,7,221,1985
0,2021-04-02,0,122,1,0,2,3,128,1204
0,2021-04-03,0,162,1,0,0,7,170,1317
0,2021-04-04,0,140,0,0,1,14,155,1021
0,2021-04-05,0,130,0,0,0,8,138,1289
0,2021-04-06,0,219,0,0,0,14,233,2689
0,2021-04-07,0,246,4,2,1,10,263,2388
0,2021-04-08,0,278,3,1,1,10,293,2490
0,2021-04-09,1,236,2,0,0,13,252,2413
0,2021-04-10,1,198,1,0,1,12,213,1681
0,2021-04-11,0,47,0,0,0,6,53,1179
0,2021-04-12,1,335,2,0,1,19,358,2744
0,2021-04-13,4,274,1,0,2,13,294,2376
0,2021-04-14,2,264,4,1,0,11,282,2211
0,2021-04-15,1,259,5,0,0,11,276,2147
0,2021-04-16,0,243,0,1,1,7,252,2121
0,2021-04-17,1,180,2,2,0,4,189,1428
0,2021-04-18,0,54,1,0,0,0,55,1047
0,2021-04-19,1,320,3,0,1,15,340,2745
0,2021-04-20,1,292,1,1,0,15,310,2388
0,2021-04-21,4,329,1,1,3,19,357,2308
0,2021-04-22,3,304,0,3,0,19,329,2266
0,2021-04-23,7,280,0,3,3,11,304,2165
0,2021-04-24,2,234,1,4,4,5,250,1456
0,2021-04-25,2,139,1,0,1,6,149,1188
0,2021-04-26,6,370,0,2,1,15,394,2440
0,2021-04-27,1,287,2,11,3,14,318,2037
0,2021-04-28,2,284,1,3,4,8,302,2008
0,2021-04-29,1,263,4,1,3,5,277,1711
0,2021-04-30,0,233,2,4,1,31,271,1678
0,2021-05-01,2,208,0,0,0,21,231,1158
0,2021-05-02,0,158,0,0,2,12,172,832
0,2021-05-03,3,247,1,1,1,23,276,2017
0,2021-05-04,2,269,2,1,3,13,290,1735
0,2021-05-05,1,230,1,1,3,10,246,1650
0,2021-05-06,6,160,2,0,4,10,182,1484
0,2021-05-07,4,225,0,2,1,12,244,1571
0,2021-05-08,1,191,0,2,2,8,204,1062
0,2021-05-09,1,170,0,1,2,5,179,779
0,2021-05-10,8,236,2,1,9,13,269,1718
0,2021-05-11,1,207,1,2,1,6,218,1381
0,2021-05-12,7,193,1,3,2,14,220,1442
0,2021-05-13,2,122,0,3,3,2,132,672
0,2021-05-14,1,169,2,5,2,3,182,1169
0,2021-05-15,2,107,0,2,3,6,120,802
0,2021-05-16,0,103,0,1,4,0,108,653
0,2021-05-17,2,264,0,3,6,10,285,1671
0,2021-05-18,1,190,2,5,3,10,211,1342
0,2021-05-19,3,182,0,2,4,7,198,1211
0,2021-05-20,3,148,1,1,4,8,165,1039
0,2021-05-21,2,117,0,3,7,5,134,983
0,2021-05-22,3,104,2,3,3,4,119,624
0,2021-05-23,1,97,0,1,1,2,102,469
0,2021-05-24,1,102,0,0,1,5,109,580
0,2021-05-25,2,173,0,7,3,4,189,1146
0,2021-05-26,6,127,0,8,1,4,146,924
0,2021-05-27,5,134,1,8,1,8,157,849
0,2021-05-28,1,91,1,4,1,2,100,749
0,2021-05-29,2,81,0,3,3,3,92,499
0,2021-05-30,1,84,7,3,6,3,104,357
0,2021-05-31,4,112,0,9,1,2,128,855
0,2021-06-01,4,74,0,5,1,1,85,651
0,2021-06-02,2,85,0,6,1,2,96,549
0,2021-06-03,2,78,0,5,0,0,85,470
0,2021-06-04,1,69,2,6,2,3,83,490
0,2021-06-05,1,68,0,2,0,1,72,311
0,2021-06-06,1,42,0,4,2,1,50,187
0,2021-06-07,2,102,0,14,3,5,126,583
0,2021-06-08,2,58,1,14,3,6,84,418
0,2021-06-09,2,62,1,10,2,2,79,375
0,2021-06-10,0,42,0,9,0,3,54,304
0,2021-06-11,0,46,0,8,1,5,60,317
0,2021-06-12,0,31,1,11,0,4,47,194
0,2021-06-13,1,19,1,11,0,1,33,120
0,2021-06-14,0,48,2,14,2,2,68,328
0,2021-06-15,1,30,0,12,0,1,44,233
0,2021-06-16,0,34,0,10,2,4,50,191
0,2021-06-17,1,23,0,11,1,3,39,154
0,2021-06-18,1,15,1,6,2,1,26,150
0,2021-06-19,0,12,0,8,0,1,21,101
0,2021-06-20,0,7,0,5,0,0,12,78
0,2021-06-21,0,7,0,3,2,2,14,165
0,2021-06-22,1,4,2,7,0,0,14,119
0,2021-06-23,0,4,0,3,1,0,8,124
0,2021-06-24,0,6,0,4,0,0,10,112
0,2021-06-25,0,5,0,0,0,0,5,98
0,2021-06-26,0,1,0,2,0,1,4,60
0,2021-06-27,0,1,0,4,0,0,5,59
0,2021-06-28,0,1,0,4,0,0,5,148
0,2021-06-29,0,0,0,0,0,0,0,113
0,2021-06-30,0,0,0,0,1,0,1,159
0,2021-07-01,0,0,0,3,0,0,3,170
0,2021-07-02,0,0,0,0,0,0,0,166
0,2021-07-03,0,0,0,0,0,0,0,128
0,2021-07-04,0,0,0,3,0,0,3,139
0,2021-07-05,0,0,0,0,0,0,0,307
0,2021-07-06,0,0,0,0,0,0,0,287
0,2021-07-07,0,0,0,0,0,0,0,313
0,2021-07-08,0,0,0,0,0,0,0,197
0,2021-07-09,0,0,0,0,0,0,0,0
1,2020-02-24,0,0,0,0,0,0,0,0
1,2020-02-25,0,0,0,0,0,0,0,0
1,2020-02-26,0,0,0,0,0,1,1,2
1,2020-02-27,0,0,0,0,0,3,3,3
1,2020-02-28,0,0,0,0,0,3,3,6
1,2020-02-29,0,0,0,0,0,1,1,0
1,2020-03-01,0,0,0,0,0,2,2,3
1,2020-03-02,0,0,0,0,0,0,0,9
1,2020-03-03,0,0,0,0,0,0,0,5
1,2020-03-04,0,0,0,0,0,0,0,17
1,2020-03-05,0,0,0,0,0,0,0,17
1,2020-03-06,0,0,0,0,0,2,2,29
1,2020-03-07,0,0,0,0,0,5,5,23
1,2020-03-08,0,0,0,0,0,2,2,31
1,2020-03-09,0,1,0,0,0,8,9,72
1,2020-03-10,0,0,0,0,0,6,6,67
1,2020-03-11,0,0,0,0,0,8,8,121
1,2020-03-12,0,0,0,0,0,11,11,152
1,2020-03-13,0,0,0,0,0,14,14,198
1,2020-03-14,0,0,0,0,0,13,13,205
1,2020-03-15,0,0,0,0,0,9,9,139
1,2020-03-16,0,0,0,0,0,12,12,434
1,2020-03-17,0,0,0,0,0,10,10,489
1,2020-03-18,0,0,0,0,0,4,4,522
1,2020-03-19,0,0,0,0,0,2,2,335
1,2020-03-20,0,0,0,0,0,1,1,410
1,2020-03-21,0,0,0,0,0,2,2,329
1,2020-03-22,0,0,0,0,0,1,1,243
1,2020-03-23,0,0,0,0,0,3,3,604
1,2020-03-24,0,0,0,0,0,5,5,538
1,2020-03-25,0,0,0,0,0,0,0,423
1,2020-03-26,0,0,0,0,0,0,0,506
1,2020-03-27,0,0,0,0,0,0,0,532
1,2020-03-28,0,0,0,0,0,0,0,410
1,2020-03-29,0,0,0,0,0,1,1,248
1,2020-03-30,0,0,0,0,0,0,0,572
1,2020-03-31,0,0,0,0,0,0,0,535
1,2020-04-01,0,0,0,0,0,15,15,510
1,2020-04-02,0,0,0,0,0,1,1,443
1,2020-04-03,0,0,0,0,0,3,3,401
1,2020-04-04,0,0,0,0,0,0,0,228
1,2020-04-05,0,0,0,0,0,0,0,140
1,2020-04-06,0,0,0,0,0,6,6,403
1,2020-04-07,0,0,0,0,0,12,12,316
1,2020-04-08,0,0,0,0,0,0,0,265
1,2020-04-09,0,0,0,0,0,0,0,256
1,2020-04-10,0,0,0,0,0,1,1,149
1,2020-04-11,0,0,0,0,0,0,0,133
1,2020-04-12,0,0,0,0,0,0,0,91
1,2020-04-13,0,0,0,0,0,0,0,131
1,2020-04-14,0,0,0,0,0,0,0,189
1,2020-04-15,0,0,0,0,0,0,0,144
1,2020-04-16,0,0,0,0,0,0,0,115
1,2020-04-17,0,0,0,0,0,4,4,123
1,2020-04-18,0,0,0,0,0,0,0,60
1,2020-04-19,0,0,0,0,0,0,0,40
1,2020-04-20,0,0,0,0,0,1,1,99
1,2020-04-21,0,0,0,0,0,0,0,75
1,2020-04-22,0,0,0,0,0,1,1,62
1,2020-04-23,0,0,0,0,0,0,0,87
1,2020-04-24,0,0,0,0,0,0,0,54
1,2020-04-25,0,0,0,0,0,0,0,29
1,2020-04-26,0,0,0,0,0,0,0,23
1,2020-04-27,0,0,0,0,0,5,5,58
1,2020-04-28,0,0,0,0,0,1,1,57
1,2020-04-29,0,0,0,0,0,2,2,42
1,2020-04-30,0,0,0,0,0,0,0,35
1,2020-05-01,0,0,0,0,0,2,2,41
1,2020-05-02,0,0,0,0,0,0,0,17
1,2020-05-03,0,0,0,0,0,0,0,13
1,2020-05-04,0,0,0,0,0,1,1,30
1,2020-05-05,0,0,0,0,0,1,1,30
1,2020-05-06,0,0,0,0,0,1,1,35
1,2020-05-07,0,0,0,0,0,1,1,10
1,2020-05-08,0,0,0,0,0,1,1,23
1,2020-05-09,0,0,0,0,0,0,0,13
1,2020-05-10,0,0,0,0,0,0,0,4
1,2020-05-11,0,0,0,0,0,0,0,18
1,2020-05-12,0,0,0,0,0,0,0,17
1,2020-05-13,0,0,0,0,0,0,0,13
1,2020-05-14,0,0,0,0,0,0,0,16
1,2020-05-15,0,0,0,0,0,0,0,17
1,2020-05-16,0,0,0,0,0,0,0,4
1,2020-05-17,0,0,0,0,0,0,0,3
1,2020-05-18,0,0,0,0,0,1,1,10
1,2020-05-19,0,0,0,0,0,0,0,9
1,2020-05-20,0,0,0,0,0,0,0,12
1,2020-05-21,0,0,0,0,0,0,0,3
1,2020-05-22,0,0,0,0,0,0,0,7
1,2020-05-23,0,0,0,0,0,0,0,10
1,2020-05-24,0,0,0,0,0,0,0,3
1,2020-05-25,0,0,0,0,0,0,0,3
1,2020-05-26,0,0,0,0,0,0,0,11
1,2020-05-27,0,0,0,0,0,0,0,6
1,2020-05-28,0,0,0,0,0,0,0,8
1,2020-05-29,0,0,0,0,0,0,0,8
1,2020-05-30,0,0,0,0,0,0,0,5
1,2020-05-31,0,0,0,0,0,0,0,3
1,2020-06-01,0,0,0,0,0,0,0,2
1,2020-06-02,0,0,0,0,0,0,0,9
1,2020-06-03,0,0,0,0,0,2,2,5
1,2020-06-04,0,0,0,0,0,0,0,6
1,2020-06-05,0,0,0,0,0,1,1,7
1,2020-06-06,0,0,0,0,0,0,0,7
1,2020-06-07,0,0,0,0,0,0,0,4
1,2020-06-08,0,0,0,0,0,1,1,9
1,2020-06-09,0,0,0,0,0,0,0,4
1,2020-06-10,0,0,0,0,0,0,0,6
1,2020-06-11,0,0,0,0,0,0,0,9
1,2020-06-12,0,0,0,0,0,0,0,15
1,2020-06-13,0,0,0,0,0,0,0,1
1,2020-06-14,0,0,0,0,0,0,0,1
1,2020-06-15,0,0,0,0,0,0,0,10
1,2020-06-16,0,0,0,0,0,0,0,13
1,2020-06-17,0,0,0,0,0,0,0,8
1,2020-06-18,0,0,0,0,0,0,0,5
1,2020-06-19,0,0,0,0,0,0,0,19
1,2020-06-20,0,0,0,0,0,2,2,10
1,2020-06-21,0,0,0,0,0,0,0,5
1,2020-06-22,0,0,0,0,0,0,0,17
1,2020-06-23,0,0,0,0,0,2,2,16
1,2020-06-24,0,0,0,0,0,1,1,24
1,2020-06-25,0,0,0,0,0,0,0,12
1,2020-06-26,0,0,0,0,0,0,0,17
1,2020-06-27,0,0,0,0,0,0,0,8
1,2020-06-28,0,0,0,0,0,0,0,9
1,2020-06-29,0,0,0,0,0,1,1,32
1,2020-06-30,0,0,0,0,0,2,2,25
1,2020-07-01,0,0,0,0,0,2,2,14
1,2020-07-02,0,0,0,0,0,1,1,38
1,2020-07-03,0,0,0,0,0,0,0,18
1,2020-07-04,0,0,0,0,0,0,0,9
1,2020-07-05,0,0,0,0,0,0,0,12
1,2020-07-06,0,0,0,0,0,2,2,25
1,2020-07-07,0,0,0,0,0,2,2,25
1,2020-07-08,0,0,0,0,0,2,2,23
1,2020-07-09,0,0,0,0,0,0,0,21
1,2020-07-10,0,0,0,0,0,0,0,27
1,2020-07-11,0,0,0,0,0,0,0,18
1,2020-07-12,0,0,0,0,0,0,0,11
1,2020-07-13,0,0,0,0,0,2,2,27
1,2020-07-14,0,0,0,0,0,2,2,35
1,2020-07-15,0,0,0,0,0,3,3,49
1,2020-07-16,0,0,0,0,0,2,2,34
1,2020-07-17,0,0,0,0,0,1,1,32
1,2020-07-18,0,0,0,0,0,0,0,24
1,2020-07-19,0,0,0,0,0,1,1,13
1,2020-07-20,0,0,0,0,0,1,1,30
1,2020-07-21,0,0,0,0,0,1,1,45
1,2020-07-22,0,0,0,0,0,0,0,42
1,2020-07-23,0,0,0,0,0,1,1,67
1,2020-07-24,0,0,0,0,0,3,3,63
1,2020-07-25,0,0,0,0,0,1,1,48
1,2020-07-26,0,0,0,0,0,0,0,35
1,2020-07-27,0,0,0,0,0,1,1,80
1,2020-07-28,0,0,0,0,0,3,3,96
1,2020-07-29,0,0,0,0,0,1,1,113
1,2020-07-30,0,0,0,0,0,1,1,85
1,2020-07-31,0,0,0,0,0,0,0,62
1,2020-08-01,0,0,0,0,0,0,0,61
1,2020-08-02,0,0,0,0,0,1,1,45
1,2020-08-03,0,0,0,0,0,0,0,60
1,2020-08-04,0,0,0,0,0,2,2,65
1,2020-08-05,0,0,0,0,0,5,5,55
1,2020-08-06,0,0,0,0,0,0,0,62
1,2020-08-07,0,0,0,0,0,1,1,73
1,2020-08-08,0,0,0,0,0,0,0,53
1,2020-08-09,0,0,0,0,0,0,0,44
1,2020-08-10,0,0,0,0,0,6,6,95
1,2020-08-11,0,0,0,0,0,2,2,89
1,2020-08-12,0,0,0,0,0,3,3,78
1,2020-08-13,0,0,0,0,0,0,0,95
1,2020-08-14,0,0,0,0,0,0,0,65
1,2020-08-15,0,0,0,0,0,2,2,57
1,2020-08-16,0,0,0,0,0,0,0,50
1,2020-08-17,0,0,0,0,0,3,3,86
1,2020-08-18,0,0,0,0,0,2,2,96
1,2020-08-19,0,0,0,0,0,0,0,98
1,2020-08-20,0,0,0,0,0,4,4,136
1,2020-08-21,0,0,0,0,0,3,3,111
1,2020-08-22,0,0,0,0,0,1,1,88
1,2020-08-23,0,0,0,0,0,4,4,56
1,2020-08-24,0,0,0,0,0,8,8,119
1,2020-08-25,0,0,0,0,0,5,5,133
1,2020-08-26,0,0,0,0,0,2,2,130
1,2020-08-27,0,0,0,0,0,10,10,138
1,2020-08-28,0,0,0,0,0,6,6,160
1,2020-08-29,0,0,0,0,0,4,4,115
1,2020-08-30,0,0,0,0,0,2,2,88
1,2020-08-31,0,0,0,0,0,4,4,161
1,2020-09-01,0,0,0,0,0,2,2,163
1,2020-09-02,0,0,0,0,0,7,7,177
1,2020-09-03,0,0,0,0,0,17,17,202
1,2020-09-04,0,0,0,0,0,0,0,203
1,2020-09-05,0,0,0,0,0,0,0,151
1,2020-09-06,0,0,0,0,0,0,0,90
1,2020-09-07,0,0,0,0,0,18,18,196
1,2020-09-08,0,0,0,0,0,18,18,178
1,2020-09-09,0,0,0,0,0,13,13,228
1,2020-09-10,0,0,0,0,0,14,14,246
1,2020-09-11,0,0,0,0,0,0,0,277
1,2020-09-12,0,0,0,0,0,0,0,147
1,2020-09-13,0,0,0,0,0,0,0,153
1,2020-09-14,0,0,0,0,0,0,0,233
1,2020-09-15,0,0,0,0,0,0,0,237
1,2020-09-16,0,0,0,0,0,0,0,246
1,2020-09-17,0,0,0,0,0,0,0,262
1,2020-09-18,0,0,0,0,0,0,0,209
1,2020-09-19,0,0,0,0,0,0,0,144
1,2020-09-20,0,0,0,0,0,0,0,112
1,2020-09-21,0,0,0,0,0,0,0,183
1,2020-09-22,0,0,0,0,0,0,0,234
1,2020-09-23,0,0,0,0,0,0,0,207
1,2020-09-24,0,0,0,0,0,0,0,158
1,2020-09-25,0,0,0,0,0,10,10,145
1,2020-09-26,0,0,0,0,0,0,0,96
1,2020-09-27,0,0,0,0,0,0,0,56
1,2020-09-28,0,0,0,0,0,2,2,151
1,2020-09-29,0,0,0,0,0,13,13,181
1,2020-09-30,0,0,0,0,0,19,19,174
1,2020-10-01,0,0,0,0,0,14,14,229
1,2020-10-02,0,0,0,0,0,0,0,217
1,2020-10-03,0,0,0,0,0,0,0,184
1,2020-10-04,0,0,0,0,0,0,0,154
1,2020-10-05,0,0,0,0,0,0,0,335
1,2020-10-06,0,0,0,0,0,0,0,391
1,2020-10-07,0,0,0,0,0,21,21,489
1,2020-10-08,0,0,0,0,0,30,30,507
1,2020-10-09,0,0,0,0,0,0,0,628
1,2020-10-10,0,0,0,0,0,10,10,480
1,2020-10-11,0,0,0,0,0,1,1,341
1,2020-10-12,0,0,0,0,0,34,34,820
1,2020-10-13,0,0,0,0,0,37,37,958
1,2020-10-14,0,0,0,0,0,31,31,1032
1,2020-10-15,0,0,0,0,0,45,45,1222
1,2020-10-16,0,0,0,0,0,0,0,1353
1,2020-10-17,0,0,0,0,0,0,0,908
1,2020-10-18,0,0,0,0,0,0,0,788
1,2020-10-19,0,0,0,0,0,0,0,1890
1,2020-10-20,0,0,0,0,0,0,0,2091
1,2020-10-21,0,0,0,0,0,1,1,2340
1,2020-10-22,0,0,0,0,0,1,1,2605
1,2020-10-23,0,0,0,0,0,1,1,2975
1,2020-10-24,0,0,0,0,0,19,19,1736
1,2020-10-25,0,0,0,0,0,3,3,1424
1,2020-10-26,0,0,0,0,0,12,12,3758
1,2020-10-27,0,0,0,0,0,2,2,3960
1,2020-10-28,0,0,0,0,0,5,5,3662
1,2020-10-29,0,0,0,0,0,1,1,3707
1,2020-10-30,0,0,0,0,0,34,34,3480
1,2020-10-31,0,0,0,0,0,5,5,2132
1,2020-11-01,0,0,0,0,0,2,2,1654
1,2020-11-02,0,0,0,0,0,33,33,4150
1,2020-11-03,0,0,0,0,0,38,38,3911
1,2020-11-04,0,0,0,0,0,47,47,3455
1,2020-11-05,0,0,0,0,0,4,4,3150
1,2020-11-06,0,0,0,0,0,29,29,2936
1,2020-11-07,0,0,0,0,0,70,70,1738
1,2020-11-08,0,0,0,0,0,38,38,1373
1,2020-11-09,0,2,0,0,0,80,82,3262
1,2020-11-10,0,0,0,0,0,58,58,2901
1,2020-11-11,0,0,0,0,0,46,46,2334
1,2020-11-12,0,0,0,0,0,35,35,2138
1,2020-11-13,0,0,0,0,0,28,28,1984
1,2020-11-14,0,0,0,0,0,3,3,1210
1,2020-11-15,0,0,0,0,0,26,26,772
1,2020-11-16,0,0,0,0,0,4,4,1893
1,2020-11-17,0,0,0,0,0,15,15,1573
1,2020-11-18,0,0,0,0,0,13,13,1279
1,2020-11-19,0,0,0,0,0,10,10,1179
1,2020-11-20,0,0,0,0,0,11,11,977
1,2020-11-21,0,0,0,0,0,7,7,716
1,2020-11-22,0,0,0,0,0,7,7,504
1,2020-11-23,0,0,0,0,0,20,20,1190
1,2020-11-24,0,0,0,0,0,14,14,956
1,2020-11-25,0,0,0,0,0,4,4,890
1,2020-11-26,0,0,0,0,0,10,10,850
1,2020-11-27,0,0,0,0,0,8,8,811
1,2020-11-28,0,0,0,0,0,2,2,468
1,2020-11-29,0,0,0,0,0,12,12,378
